==========================================
K-Test Configuration
==========================================
Total experiments: 6
Datasets: cifar10 cifar100
Blocks: KvtAttention
K values: 16 25 36
Learning rate: 1e-4
==========================================

[1/6] Dataset=cifar10 | K=16 | Block=KvtAttention
Output: ./Final_Output/K_test/ViT-Tiny-CIFAR10/KvtAttention_K16_s42
Files already downloaded and verified
Files already downloaded and verified
Model: VIT KvtAttention
Total Parameters: 5479306
Trainable Parameters: 5479306
   - Trainable Parameters: 5.47930600 M
Model Complexity (Profiler):
   - GFLOPs: 2.50839755
   - Trainable Parameters: 5.47930600 M
[Epoch 001] Time: 42.6272s | [Train] Loss: 1.66227912 Accuracy: Top1: 39.5312%, Top5: 87.0707% | [Test] Loss: 1.38022605 Accuracy: Top1: 50.8789%, Top5: 92.5098%
[Epoch 002] Time: 42.2046s | [Train] Loss: 1.32511104 Accuracy: Top1: 51.9216%, Top5: 93.7970% | [Test] Loss: 1.29883489 Accuracy: Top1: 53.6816%, Top5: 94.2188%
[Epoch 003] Time: 42.2698s | [Train] Loss: 1.20200838 Accuracy: Top1: 56.4270%, Top5: 95.2667% | [Test] Loss: 1.18024105 Accuracy: Top1: 56.4648%, Top5: 95.4980%
[Epoch 004] Time: 42.3777s | [Train] Loss: 1.11436325 Accuracy: Top1: 60.0020%, Top5: 95.9989% | [Test] Loss: 1.09172470 Accuracy: Top1: 59.7754%, Top5: 96.5527%
[Epoch 005] Time: 42.1945s | [Train] Loss: 1.04901355 Accuracy: Top1: 62.5430%, Top5: 96.5693% | [Test] Loss: 1.09462141 Accuracy: Top1: 61.2598%, Top5: 96.3184%
[Epoch 006] Time: 42.2433s | [Train] Loss: 0.99788415 Accuracy: Top1: 64.3072%, Top5: 96.9483% | [Test] Loss: 1.00943818 Accuracy: Top1: 63.5059%, Top5: 96.9434%
[Epoch 007] Time: 42.2319s | [Train] Loss: 0.94610001 Accuracy: Top1: 66.2827%, Top5: 97.2864% | [Test] Loss: 0.97689245 Accuracy: Top1: 65.5859%, Top5: 97.2461%
[Epoch 008] Time: 42.3975s | [Train] Loss: 0.89861681 Accuracy: Top1: 68.0226%, Top5: 97.5973% | [Test] Loss: 0.93157486 Accuracy: Top1: 67.1387%, Top5: 97.2852%
[Epoch 009] Time: 42.4456s | [Train] Loss: 0.85616422 Accuracy: Top1: 69.2690%, Top5: 97.7910% | [Test] Loss: 0.93521737 Accuracy: Top1: 67.1777%, Top5: 97.5391%
[Epoch 010] Time: 42.3077s | [Train] Loss: 0.82776319 Accuracy: Top1: 70.7250%, Top5: 98.0361% | [Test] Loss: 0.90035657 Accuracy: Top1: 68.3398%, Top5: 97.6562%
[Epoch 011] Time: 42.1645s | [Train] Loss: 0.79476982 Accuracy: Top1: 71.7562%, Top5: 98.2362% | [Test] Loss: 0.92416150 Accuracy: Top1: 67.9199%, Top5: 97.5000%
[Epoch 012] Time: 42.2186s | [Train] Loss: 0.76571128 Accuracy: Top1: 72.7495%, Top5: 98.3538% | [Test] Loss: 0.92219962 Accuracy: Top1: 67.6074%, Top5: 97.5977%
[Epoch 013] Time: 42.2075s | [Train] Loss: 0.73937104 Accuracy: Top1: 73.9194%, Top5: 98.5208% | [Test] Loss: 0.86456979 Accuracy: Top1: 70.5957%, Top5: 97.6660%
[Epoch 014] Time: 42.3370s | [Train] Loss: 0.71370129 Accuracy: Top1: 74.5767%, Top5: 98.6966% | [Test] Loss: 0.85854310 Accuracy: Top1: 70.5078%, Top5: 97.7246%
[Epoch 015] Time: 42.4589s | [Train] Loss: 0.68833549 Accuracy: Top1: 75.4943%, Top5: 98.7400% | [Test] Loss: 0.92975126 Accuracy: Top1: 68.8184%, Top5: 97.6074%
[Epoch 016] Time: 42.1745s | [Train] Loss: 0.65337264 Accuracy: Top1: 76.8248%, Top5: 98.9377% | [Test] Loss: 0.88434393 Accuracy: Top1: 70.5664%, Top5: 97.8027%
[Epoch 017] Time: 42.2851s | [Train] Loss: 0.63503866 Accuracy: Top1: 77.4135%, Top5: 98.9852% | [Test] Loss: 0.86542644 Accuracy: Top1: 71.0645%, Top5: 97.7344%
[Epoch 018] Time: 42.3009s | [Train] Loss: 0.60964564 Accuracy: Top1: 78.3474%, Top5: 99.0828% | [Test] Loss: 0.86607733 Accuracy: Top1: 70.7422%, Top5: 97.7637%
[Epoch 019] Time: 42.4301s | [Train] Loss: 0.58608075 Accuracy: Top1: 79.2028%, Top5: 99.1586% | [Test] Loss: 0.83406374 Accuracy: Top1: 72.5391%, Top5: 98.1934%
[Epoch 020] Time: 42.2374s | [Train] Loss: 0.56802096 Accuracy: Top1: 79.7182%, Top5: 99.2259% | [Test] Loss: 0.81514013 Accuracy: Top1: 72.7148%, Top5: 98.3496%
[Epoch 021] Time: 42.4414s | [Train] Loss: 0.53973986 Accuracy: Top1: 80.7996%, Top5: 99.3339% | [Test] Loss: 0.83489835 Accuracy: Top1: 72.1094%, Top5: 97.9785%
[Epoch 022] Time: 42.3595s | [Train] Loss: 0.52081447 Accuracy: Top1: 81.4445%, Top5: 99.3682% | [Test] Loss: 0.81921059 Accuracy: Top1: 73.3008%, Top5: 98.1641%
[Epoch 023] Time: 42.5348s | [Train] Loss: 0.49910953 Accuracy: Top1: 82.0552%, Top5: 99.4236% | [Test] Loss: 0.88593542 Accuracy: Top1: 71.9629%, Top5: 97.9395%
[Epoch 024] Time: 42.2768s | [Train] Loss: 0.47901963 Accuracy: Top1: 82.8213%, Top5: 99.4878% | [Test] Loss: 0.84835885 Accuracy: Top1: 72.9980%, Top5: 98.1641%
[Epoch 025] Time: 42.2282s | [Train] Loss: 0.46102916 Accuracy: Top1: 83.4391%, Top5: 99.5273% | [Test] Loss: 0.84374108 Accuracy: Top1: 72.9883%, Top5: 98.1738%
[Epoch 026] Time: 42.2053s | [Train] Loss: 0.44000726 Accuracy: Top1: 84.2132%, Top5: 99.6154% | [Test] Loss: 0.90495454 Accuracy: Top1: 72.0801%, Top5: 98.1445%
[Epoch 027] Time: 42.3334s | [Train] Loss: 0.42484125 Accuracy: Top1: 84.7505%, Top5: 99.6373% | [Test] Loss: 0.89254994 Accuracy: Top1: 73.1641%, Top5: 98.0078%
[Epoch 028] Time: 42.3120s | [Train] Loss: 0.40671317 Accuracy: Top1: 85.3938%, Top5: 99.6951% | [Test] Loss: 0.90967910 Accuracy: Top1: 72.5000%, Top5: 98.2812%
